message_key	topic_id	evidence_chunk_count	spans
1983460739:7771	21	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":211,""source_start_char"":0,""source_end_char"":210}]"
1983460739:7783	208	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":204,""source_start_char"":0,""source_end_char"":203}]"
1983460739:7885	133	1	"[{""chunk_id"":1,""start_char"":364,""end_char"":401,""source_start_char"":362,""source_end_char"":399}]"
1983460739:7885	185	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":362,""source_start_char"":0,""source_end_char"":362}]"
1983460739:7923	6	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":264,""source_start_char"":0,""source_end_char"":263}]"
1983460739:7974	6	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":342,""source_start_char"":0,""source_end_char"":341}]"
1983460739:7977	133	1	"[{""chunk_id"":1,""start_char"":300,""end_char"":337,""source_start_char"":298,""source_end_char"":335}]"
1983460739:8056	28	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":285,""source_start_char"":0,""source_end_char"":284}]"
1983460739:8118	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":276,""source_start_char"":0,""source_end_char"":275}]"
1983460739:8161	17	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":142,""source_start_char"":0,""source_end_char"":142}]"
1983460739:8209	19	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":519,""source_start_char"":0,""source_end_char"":518}]"
1983460739:8210	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":628,""source_start_char"":0,""source_end_char"":627}]"
1983460739:8262	25	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":1041,""source_start_char"":0,""source_end_char"":1041}]"
1983460739:8265	32	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":485,""source_start_char"":0,""source_end_char"":484}]"
1983460739:8353	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":713,""source_start_char"":0,""source_end_char"":712}]"
1983460739:8354	13	1	"[{""chunk_id"":2,""start_char"":145,""end_char"":228,""source_start_char"":143,""source_end_char"":226}]"
1983460739:8354	52	1	"[{""chunk_id"":1,""start_char"":104,""end_char"":143,""source_start_char"":103,""source_end_char"":142}]"
1983460739:8354	118	1	"[{""chunk_id"":3,""start_char"":230,""end_char"":302,""source_start_char"":227,""source_end_char"":299}]"
1983460739:8354	133	1	"[{""chunk_id"":6,""start_char"":467,""end_char"":504,""source_start_char"":460,""source_end_char"":497}]"
1983460739:8354	140	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":102,""source_start_char"":0,""source_end_char"":102}]"
1983460739:8356	10	2	"[{""chunk_id"":1,""start_char"":0,""end_char"":59,""source_start_char"":34,""source_end_char"":93},{""chunk_id"":2,""start_char"":61,""end_char"":136,""source_start_char"":94,""source_end_char"":169}]"
1983460739:8356	36	1	"[{""chunk_id"":3,""start_char"":138,""end_char"":206,""source_start_char"":170,""source_end_char"":238}]"
1983460739:8359	133	1	"[{""chunk_id"":2,""start_char"":649,""end_char"":686,""source_start_char"":646,""source_end_char"":683}]"
1983460739:8362	10	2	"[{""chunk_id"":1,""start_char"":0,""end_char"":59,""source_start_char"":34,""source_end_char"":93},{""chunk_id"":2,""start_char"":61,""end_char"":136,""source_start_char"":94,""source_end_char"":169}]"
1983460739:8362	36	1	"[{""chunk_id"":3,""start_char"":138,""end_char"":206,""source_start_char"":170,""source_end_char"":238}]"
1983460739:8427	24	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":253,""source_start_char"":0,""source_end_char"":253}]"
1983460739:8427	133	1	"[{""chunk_id"":1,""start_char"":255,""end_char"":292,""source_start_char"":253,""source_end_char"":290}]"
1983460739:8492	2	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":219,""source_start_char"":0,""source_end_char"":218}]"
1983460739:8518	24	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":253,""source_start_char"":0,""source_end_char"":253}]"
1983460739:8518	133	1	"[{""chunk_id"":1,""start_char"":255,""end_char"":292,""source_start_char"":253,""source_end_char"":290}]"
1983460739:8786	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":204,""source_start_char"":0,""source_end_char"":204}]"
1983460739:8895	32	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":251,""source_start_char"":0,""source_end_char"":251}]"
1983460739:8895	133	1	"[{""chunk_id"":1,""start_char"":253,""end_char"":290,""source_start_char"":251,""source_end_char"":288}]"
1983460739:8942	124	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":475,""source_start_char"":0,""source_end_char"":475}]"
1983460739:8942	133	1	"[{""chunk_id"":1,""start_char"":477,""end_char"":514,""source_start_char"":475,""source_end_char"":512}]"
1983460739:9132	12	1	"[{""chunk_id"":2,""start_char"":438,""end_char"":591,""source_start_char"":436,""source_end_char"":589}]"
1983460739:9135	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":101,""source_start_char"":0,""source_end_char"":101}]"
1983460739:9138	123	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":498,""source_start_char"":0,""source_end_char"":498}]"
1983460739:9142	123	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":498,""source_start_char"":0,""source_end_char"":498}]"
1983460739:9152	21	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":156,""source_start_char"":0,""source_end_char"":156}]"
1983460739:9157	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":101,""source_start_char"":0,""source_end_char"":101}]"
1983460739:9165	2	1	"[{""chunk_id"":1,""start_char"":284,""end_char"":544,""source_start_char"":283,""source_end_char"":542}]"
1983460739:9175	7	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":277,""source_start_char"":0,""source_end_char"":277}]"
1983460739:9190	70	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":360,""source_start_char"":0,""source_end_char"":360}]"
1983460739:9191	27	1	"[{""chunk_id"":2,""start_char"":255,""end_char"":593,""source_start_char"":253,""source_end_char"":591}]"
1983460739:9198	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":143,""source_start_char"":0,""source_end_char"":143}]"
1983460739:9207	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":316,""source_start_char"":0,""source_end_char"":316}]"
1983460739:9287	23	1	"[{""chunk_id"":4,""start_char"":606,""end_char"":745,""source_start_char"":602,""source_end_char"":741}]"
1983460739:9287	131	1	"[{""chunk_id"":7,""start_char"":1048,""end_char"":1097,""source_start_char"":1041,""source_end_char"":1090}]"
1983460739:9294	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":245,""source_start_char"":0,""source_end_char"":244}]"
1983460739:9295	80	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":230,""source_start_char"":0,""source_end_char"":230}]"
1983460739:9297	24	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":271,""source_start_char"":0,""source_end_char"":271}]"
1983460739:9394	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":425,""source_start_char"":0,""source_end_char"":424}]"
1983460739:9421	2	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":266,""source_start_char"":0,""source_end_char"":265}]"
1983460739:9427	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":103,""source_start_char"":0,""source_end_char"":103}]"
1983460739:9567	12	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":108,""source_start_char"":0,""source_end_char"":108}]"
1983460739:9588	9	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":252,""source_start_char"":0,""source_end_char"":252}]"
1983460739:9639	4	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":89,""source_start_char"":0,""source_end_char"":89}]"
1983460739:9639	36	1	"[{""chunk_id"":1,""start_char"":91,""end_char"":159,""source_start_char"":90,""source_end_char"":158}]"
1983460739:9699	32	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":232,""source_start_char"":0,""source_end_char"":232}]"
1983460739:9713	19	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":284,""source_start_char"":0,""source_end_char"":283}]"
1983460739:9743	123	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":289,""source_start_char"":0,""source_end_char"":289}]"
1983460739:9767	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":144,""source_start_char"":0,""source_end_char"":144}]"
1983460739:978	2	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":223,""source_start_char"":0,""source_end_char"":222}]"
1983460739:9805	1	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":479,""source_start_char"":0,""source_end_char"":478}]"
1983460739:9811	66	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":73,""source_start_char"":0,""source_end_char"":73}]"
1983460739:9815	0	1	"[{""chunk_id"":1,""start_char"":165,""end_char"":253,""source_start_char"":164,""source_end_char"":251}]"
1983460739:9815	123	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":163,""source_start_char"":0,""source_end_char"":163}]"
1983460739:9820	0	1	"[{""chunk_id"":1,""start_char"":165,""end_char"":253,""source_start_char"":164,""source_end_char"":251}]"
1983460739:9820	123	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":163,""source_start_char"":0,""source_end_char"":163}]"
1983460739:9869	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":165,""source_start_char"":0,""source_end_char"":165}]"
1983460739:9960	59	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":341,""source_start_char"":0,""source_end_char"":340}]"
1983460739:9968	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":266,""source_start_char"":0,""source_end_char"":265}]"
1984394254:1572	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":114,""source_start_char"":0,""source_end_char"":114}]"
1984394254:1593	24	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":97,""source_start_char"":0,""source_end_char"":97}]"
1984394254:1682	114	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":132,""source_start_char"":0,""source_end_char"":132}]"
1984394254:1709	114	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":147,""source_start_char"":0,""source_end_char"":147}]"
1984394254:1799	2	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":109,""source_start_char"":0,""source_end_char"":109}]"
1984394254:1842	152	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":337,""source_start_char"":0,""source_end_char"":336}]"
1984394254:1894	25	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":93,""source_start_char"":0,""source_end_char"":93}]"
1984394254:1915	2	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":96,""source_start_char"":0,""source_end_char"":96}]"
1984394254:1980	152	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":91,""source_start_char"":0,""source_end_char"":91}]"
1984394254:1981	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":153,""source_start_char"":0,""source_end_char"":153}]"
1984394254:2011	114	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":140,""source_start_char"":0,""source_end_char"":140}]"
1984394254:2059	2	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":158,""source_start_char"":0,""source_end_char"":158}]"
1984394254:2071	39	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":127,""source_start_char"":0,""source_end_char"":127}]"
1984394254:2072	7	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":114,""source_start_char"":0,""source_end_char"":114}]"
1984394254:2159	25	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":148,""source_start_char"":0,""source_end_char"":148}]"
1984394254:2177	29	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":428,""source_start_char"":0,""source_end_char"":427}]"
1984394254:2229	25	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":183,""source_start_char"":0,""source_end_char"":183}]"
1984394254:2252	2	3	"[{""chunk_id"":0,""start_char"":0,""end_char"":575,""source_start_char"":0,""source_end_char"":575},{""chunk_id"":5,""start_char"":1802,""end_char"":2082,""source_start_char"":1797,""source_end_char"":2077},{""chunk_id"":6,""start_char"":2084,""end_char"":2341,""source_start_char"":2078,""source_end_char"":2335}]"
1984394254:2252	18	1	"[{""chunk_id"":4,""start_char"":1453,""end_char"":1800,""source_start_char"":1449,""source_end_char"":1796}]"
1984394254:2252	35	1	"[{""chunk_id"":2,""start_char"":861,""end_char"":1128,""source_start_char"":859,""source_end_char"":1126}]"
1984394254:2279	144	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":148,""source_start_char"":0,""source_end_char"":147}]"
1984394254:2351	2	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":146,""source_start_char"":0,""source_end_char"":146}]"
1984394254:2407	39	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":147,""source_start_char"":0,""source_end_char"":147}]"
1984394254:2512	21	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":127,""source_start_char"":0,""source_end_char"":127}]"
1984394254:2514	109	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":160,""source_start_char"":0,""source_end_char"":160}]"
1984394254:2551	234	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":131,""source_start_char"":0,""source_end_char"":131}]"
1984394254:2561	230	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":163,""source_start_char"":0,""source_end_char"":163}]"
1984394254:2651	17	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":122,""source_start_char"":0,""source_end_char"":122}]"
1984394254:2662	114	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":150,""source_start_char"":0,""source_end_char"":150}]"
1984394254:2730	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":129,""source_start_char"":0,""source_end_char"":129}]"
1984394254:2754	25	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":84,""source_start_char"":0,""source_end_char"":84}]"
1984394254:2828	17	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":105,""source_start_char"":0,""source_end_char"":105}]"
1984394254:2836	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":105,""source_start_char"":0,""source_end_char"":105}]"
1984394254:2849	31	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":101,""source_start_char"":0,""source_end_char"":101}]"
1984394254:2859	17	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":109,""source_start_char"":0,""source_end_char"":109}]"
1984394254:2887	114	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":118,""source_start_char"":0,""source_end_char"":118}]"
1984394254:2974	25	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":94,""source_start_char"":0,""source_end_char"":94}]"
1984394254:2977	24	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":117,""source_start_char"":0,""source_end_char"":117}]"
1984394254:2982	24	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":135,""source_start_char"":0,""source_end_char"":135}]"
1984394254:3063	17	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":112,""source_start_char"":0,""source_end_char"":112}]"
1986287073:10	10	4	"[{""chunk_id"":0,""start_char"":0,""end_char"":288,""source_start_char"":0,""source_end_char"":288},{""chunk_id"":1,""start_char"":290,""end_char"":535,""source_start_char"":289,""source_end_char"":534},{""chunk_id"":2,""start_char"":537,""end_char"":807,""source_start_char"":535,""source_end_char"":805},{""chunk_id"":6,""start_char"":1464,""end_char"":1710,""source_start_char"":1458,""source_end_char"":1704}]"
1986287073:10	65	1	"[{""chunk_id"":5,""start_char"":1224,""end_char"":1462,""source_start_char"":1219,""source_end_char"":1457}]"
1986287073:10	158	1	"[{""chunk_id"":3,""start_char"":809,""end_char"":1013,""source_start_char"":806,""source_end_char"":1010}]"
1986287073:100	2	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":769,""source_start_char"":0,""source_end_char"":769},{""chunk_id"":1,""start_char"":771,""end_char"":1706,""source_start_char"":770,""source_end_char"":1705}]"
1986287073:1008	2	1	"[{""chunk_id"":2,""start_char"":358,""end_char"":1284,""source_start_char"":356,""source_end_char"":1282}]"
1986287073:1008	10	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":277,""source_start_char"":0,""source_end_char"":277},{""chunk_id"":4,""start_char"":1480,""end_char"":2058,""source_start_char"":1476,""source_end_char"":2054}]"
1986287073:1008	11	1	"[{""chunk_id"":3,""start_char"":1286,""end_char"":1478,""source_start_char"":1283,""source_end_char"":1475}]"
1986287073:101	2	1	"[{""chunk_id"":3,""start_char"":1557,""end_char"":1881,""source_start_char"":1554,""source_end_char"":1878}]"
1986287073:101	48	1	"[{""chunk_id"":1,""start_char"":1051,""end_char"":1352,""source_start_char"":1050,""source_end_char"":1351}]"
1986287073:1012	25	1	"[{""chunk_id"":1,""start_char"":929,""end_char"":1230,""source_start_char"":928,""source_end_char"":1229}]"
1986287073:1015	0	1	"[{""chunk_id"":4,""start_char"":931,""end_char"":1854,""source_start_char"":927,""source_end_char"":1850}]"
1986287073:1015	12	1	"[{""chunk_id"":1,""start_char"":342,""end_char"":532,""source_start_char"":341,""source_end_char"":531}]"
1986287073:1015	78	1	"[{""chunk_id"":3,""start_char"":767,""end_char"":929,""source_start_char"":764,""source_end_char"":926}]"
1986287073:1018	2	3	"[{""chunk_id"":0,""start_char"":0,""end_char"":844,""source_start_char"":0,""source_end_char"":844},{""chunk_id"":2,""start_char"":1047,""end_char"":1241,""source_start_char"":1045,""source_end_char"":1239},{""chunk_id"":3,""start_char"":1243,""end_char"":1426,""source_start_char"":1240,""source_end_char"":1423}]"
1986287073:1019	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":853,""source_start_char"":0,""source_end_char"":853}]"
1986287073:1019	9	1	"[{""chunk_id"":1,""start_char"":855,""end_char"":1355,""source_start_char"":854,""source_end_char"":1354}]"
1986287073:1021	30	3	"[{""chunk_id"":0,""start_char"":0,""end_char"":350,""source_start_char"":0,""source_end_char"":350},{""chunk_id"":3,""start_char"":724,""end_char"":1501,""source_start_char"":721,""source_end_char"":1498},{""chunk_id"":4,""start_char"":1503,""end_char"":1759,""source_start_char"":1499,""source_end_char"":1755}]"
1986287073:1021	43	1	"[{""chunk_id"":1,""start_char"":352,""end_char"":560,""source_start_char"":351,""source_end_char"":559}]"
1986287073:1029	21	1	"[{""chunk_id"":1,""start_char"":786,""end_char"":1733,""source_start_char"":785,""source_end_char"":1732}]"
1986287073:1032	42	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":629,""source_start_char"":0,""source_end_char"":629},{""chunk_id"":2,""start_char"":706,""end_char"":1095,""source_start_char"":704,""source_end_char"":1093}]"
1986287073:1032	52	1	"[{""chunk_id"":1,""start_char"":631,""end_char"":704,""source_start_char"":630,""source_end_char"":703}]"
1986287073:1034	0	1	"[{""chunk_id"":1,""start_char"":768,""end_char"":1069,""source_start_char"":767,""source_end_char"":1068}]"
1986287073:1034	234	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":766,""source_start_char"":0,""source_end_char"":766},{""chunk_id"":2,""start_char"":1071,""end_char"":1940,""source_start_char"":1069,""source_end_char"":1938}]"
1986287073:104	0	2	"[{""chunk_id"":1,""start_char"":391,""end_char"":564,""source_start_char"":390,""source_end_char"":563},{""chunk_id"":3,""start_char"":830,""end_char"":1161,""source_start_char"":827,""source_end_char"":1158}]"
1986287073:104	2	3	"[{""chunk_id"":0,""start_char"":0,""end_char"":389,""source_start_char"":0,""source_end_char"":389},{""chunk_id"":2,""start_char"":566,""end_char"":828,""source_start_char"":564,""source_end_char"":826},{""chunk_id"":5,""start_char"":1448,""end_char"":1852,""source_start_char"":1443,""source_end_char"":1847}]"
1986287073:1042	12	1	"[{""chunk_id"":5,""start_char"":1198,""end_char"":1428,""source_start_char"":1193,""source_end_char"":1423}]"
1986287073:1042	210	1	"[{""chunk_id"":6,""start_char"":1430,""end_char"":1951,""source_start_char"":1424,""source_end_char"":1945}]"
1986287073:1051	73	1	"[{""chunk_id"":2,""start_char"":662,""end_char"":1187,""source_start_char"":660,""source_end_char"":1185}]"
1986287073:1059	0	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":677,""source_start_char"":0,""source_end_char"":677}]"
1986287073:1059	34	1	"[{""chunk_id"":1,""start_char"":679,""end_char"":925,""source_start_char"":678,""source_end_char"":924}]"
1986287073:1061	200	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":932,""source_start_char"":0,""source_end_char"":932},{""chunk_id"":1,""start_char"":934,""end_char"":1186,""source_start_char"":933,""source_end_char"":1185}]"
1986287073:1063	0	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":377,""source_start_char"":0,""source_end_char"":377},{""chunk_id"":4,""start_char"":1616,""end_char"":1948,""source_start_char"":1612,""source_end_char"":1944}]"
1986287073:1063	7	1	"[{""chunk_id"":1,""start_char"":379,""end_char"":668,""source_start_char"":378,""source_end_char"":667}]"
1986287073:1063	21	1	"[{""chunk_id"":3,""start_char"":1385,""end_char"":1614,""source_start_char"":1382,""source_end_char"":1611}]"
1986287073:1066	73	1	"[{""chunk_id"":1,""start_char"":785,""end_char"":1739,""source_start_char"":784,""source_end_char"":1738}]"
1986287073:1073	0	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":558,""source_start_char"":0,""source_end_char"":558},{""chunk_id"":3,""start_char"":1541,""end_char"":1964,""source_start_char"":1538,""source_end_char"":1961}]"
1986287073:1074	2	1	"[{""chunk_id"":3,""start_char"":1056,""end_char"":1185,""source_start_char"":1053,""source_end_char"":1182}]"
1986287073:1074	25	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":812,""source_start_char"":0,""source_end_char"":812},{""chunk_id"":4,""start_char"":1187,""end_char"":1658,""source_start_char"":1183,""source_end_char"":1653}]"
1986287073:1074	245	1	"[{""chunk_id"":1,""start_char"":814,""end_char"":848,""source_start_char"":813,""source_end_char"":847}]"
1986287073:1076	2	4	"[{""chunk_id"":0,""start_char"":0,""end_char"":273,""source_start_char"":0,""source_end_char"":273},{""chunk_id"":1,""start_char"":275,""end_char"":490,""source_start_char"":274,""source_end_char"":489},{""chunk_id"":3,""start_char"":1036,""end_char"":1242,""source_start_char"":1033,""source_end_char"":1239},{""chunk_id"":4,""start_char"":1244,""end_char"":1876,""source_start_char"":1240,""source_end_char"":1872}]"
1986287073:1076	124	1	"[{""chunk_id"":2,""start_char"":492,""end_char"":1034,""source_start_char"":490,""source_end_char"":1032}]"
1986287073:1085	2	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":978,""source_start_char"":0,""source_end_char"":978}]"
1986287073:1092	9	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":425,""source_start_char"":0,""source_end_char"":425}]"
1986287073:1092	210	1	"[{""chunk_id"":4,""start_char"":1667,""end_char"":1939,""source_start_char"":1663,""source_end_char"":1935}]"
1986287073:1093	2	3	"[{""chunk_id"":0,""start_char"":0,""end_char"":308,""source_start_char"":0,""source_end_char"":308},{""chunk_id"":1,""start_char"":310,""end_char"":1198,""source_start_char"":309,""source_end_char"":1197},{""chunk_id"":2,""start_char"":1200,""end_char"":1858,""source_start_char"":1198,""source_end_char"":1856}]"
1986287073:1094	2	3	"[{""chunk_id"":0,""start_char"":0,""end_char"":797,""source_start_char"":0,""source_end_char"":797},{""chunk_id"":1,""start_char"":799,""end_char"":1577,""source_start_char"":798,""source_end_char"":1576},{""chunk_id"":2,""start_char"":1579,""end_char"":1829,""source_start_char"":1577,""source_end_char"":1827}]"
1986287073:1097	2	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":941,""source_start_char"":0,""source_end_char"":941},{""chunk_id"":1,""start_char"":943,""end_char"":1804,""source_start_char"":942,""source_end_char"":1803}]"
1986287073:1098	2	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":845,""source_start_char"":0,""source_end_char"":845},{""chunk_id"":1,""start_char"":847,""end_char"":1574,""source_start_char"":846,""source_end_char"":1573}]"
1986287073:1103	2	1	"[{""chunk_id"":3,""start_char"":833,""end_char"":925,""source_start_char"":830,""source_end_char"":922}]"
1986287073:1103	4	1	"[{""chunk_id"":1,""start_char"":353,""end_char"":519,""source_start_char"":352,""source_end_char"":518}]"
1986287073:1103	35	1	"[{""chunk_id"":5,""start_char"":1022,""end_char"":1169,""source_start_char"":1017,""source_end_char"":1164}]"
1986287073:1103	52	1	"[{""chunk_id"":4,""start_char"":927,""end_char"":1020,""source_start_char"":923,""source_end_char"":1016}]"
1986287073:1103	66	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":351,""source_start_char"":0,""source_end_char"":351},{""chunk_id"":6,""start_char"":1171,""end_char"":1692,""source_start_char"":1165,""source_end_char"":1686}]"
1986287073:1104	2	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":975,""source_start_char"":0,""source_end_char"":975},{""chunk_id"":3,""start_char"":1363,""end_char"":1622,""source_start_char"":1360,""source_end_char"":1619}]"
1986287073:1104	108	1	"[{""chunk_id"":4,""start_char"":1624,""end_char"":1846,""source_start_char"":1620,""source_end_char"":1842}]"
1986287073:1111	66	1	"[{""chunk_id"":1,""start_char"":347,""end_char"":1326,""source_start_char"":346,""source_end_char"":1325}]"
1986287073:1111	124	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":345,""source_start_char"":0,""source_end_char"":345}]"
1986287073:1112	10	5	"[{""chunk_id"":0,""start_char"":0,""end_char"":368,""source_start_char"":0,""source_end_char"":368},{""chunk_id"":1,""start_char"":370,""end_char"":663,""source_start_char"":369,""source_end_char"":662},{""chunk_id"":2,""start_char"":665,""end_char"":980,""source_start_char"":663,""source_end_char"":978},{""chunk_id"":3,""start_char"":982,""end_char"":1769,""source_start_char"":979,""source_end_char"":1766},{""chunk_id"":4,""start_char"":1771,""end_char"":2031,""source_start_char"":1767,""source_end_char"":2027}]"
1986287073:1114	2	3	"[{""chunk_id"":0,""start_char"":0,""end_char"":928,""source_start_char"":0,""source_end_char"":928},{""chunk_id"":2,""start_char"":1139,""end_char"":1489,""source_start_char"":1137,""source_end_char"":1487},{""chunk_id"":3,""start_char"":1491,""end_char"":1951,""source_start_char"":1488,""source_end_char"":1948}]"
1986287073:1114	275	1	"[{""chunk_id"":1,""start_char"":930,""end_char"":1137,""source_start_char"":929,""source_end_char"":1136}]"
1986287073:1120	0	2	"[{""chunk_id"":3,""start_char"":1268,""end_char"":1533,""source_start_char"":1265,""source_end_char"":1530},{""chunk_id"":4,""start_char"":1535,""end_char"":1628,""source_start_char"":1531,""source_end_char"":1624}]"
1986287073:1120	12	1	"[{""chunk_id"":1,""start_char"":880,""end_char"":1117,""source_start_char"":879,""source_end_char"":1116}]"
1986287073:1122	27	1	"[{""chunk_id"":5,""start_char"":1474,""end_char"":1715,""source_start_char"":1469,""source_end_char"":1710}]"
1986287073:1127	2	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":930,""source_start_char"":0,""source_end_char"":930},{""chunk_id"":2,""start_char"":1063,""end_char"":1989,""source_start_char"":1061,""source_end_char"":1987}]"
1986287073:1127	73	1	"[{""chunk_id"":1,""start_char"":932,""end_char"":1061,""source_start_char"":931,""source_end_char"":1060}]"
1986287073:1131	2	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":962,""source_start_char"":0,""source_end_char"":962}]"
1986287073:1131	17	1	"[{""chunk_id"":2,""start_char"":1214,""end_char"":1622,""source_start_char"":1212,""source_end_char"":1620}]"
1986287073:1135	2	1	"[{""chunk_id"":3,""start_char"":1412,""end_char"":1798,""source_start_char"":1409,""source_end_char"":1795}]"
1986287073:1137	48	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":936,""source_start_char"":0,""source_end_char"":936}]"
1986287073:1140	77	1	"[{""chunk_id"":6,""start_char"":1268,""end_char"":1453,""source_start_char"":1286,""source_end_char"":1471}]"
