topic_id	display_label	raw_name	keywords	representative_excerpt_1	representative_excerpt_2	representative_excerpt_3
227		227_dam_renaissance_water_dams	['dam', 'renaissance', 'water', 'dams', 'ethiopia', 'existential', 'issue', 'ethiopian', 'countries', 'collapse', 'visions', 'unilateral']	The necessity of consensus among the “Eastern Nile” countries on the method of operating the dam.	Egypt’s share of the Nile water will not be affected by the Renaissance Dam Banning (36) companies from importing medicines Seoul cuts the road linking Port Sudan to Kassala Abdul Majid Haroun:	We support our brothers in the Nile Basin without harming our interests. Joint projects to maximize the use of water resources and preserve the river At the end of the expatriate courses, the armed forces are committed to supporting relations with Africa “Al-Ahram” in the markets and streets of North Sinai...the return of the soul to the land of turquoise British time:
228		228_unhcr_resettlement_refugees_mouth	['unhcr', 'resettlement', 'refugees', 'mouth', 'refugee', 'registration', 'services', 'active', 'information', 'protection', 'encourage', 'provide']	"She added, ""There is an urgent need for more funding so that we can meet the current and growing needs of refugees and host communities alike."" The support of the European Union and other donors will ensure that we have the necessary resources to meet immediate needs, carry out all activities and provide sufficient services to improve the quality of the current response.”"	And inventory and protection of refugees, pointing out that the next stage will witness the process of implementing the new structure of the refugee delegation and the implementation of the training matrix, with the participation of expertise houses in view of the increasing role of the delegation.	UNHCR spokesman Jeremy Lawrence added that migrants lack information, prevention and health services, pointing out that many detention centers are located near areas of hostilities, and stressed that this type of detention is arbitrary.
229		229_mercenary_darfur_deceive_arko	['mercenary', 'darfur', 'deceive', 'arko', 'blood', 'masses', 'crying', 'regime', 'legend', 'movements', 'forever', 'brutal']	The most pessimistic people could not have imagined that the rebel militia would be so criminal and brutal against our people. ¬ The rebels chose to write, with their heinous crimes against the Sudanese people, the most barbaric and darkest pages in the history of this country.	_ #Announcer: Surely any Sudanese lost a lot in this war and had to stop.. However, the question remains: Do we continue like this complaining and crying morning and evening and not move forward?	○ Written by: Dr. Moatasem Al-Aqraa ○ January 2024 AD Mutasim Agraa □□ Janjawa is the last stage of the politicized myth of marginalization: □ These are strange times in which generally good and intelligent people with good intentions defend the Janjaweed of robbery, murder, rape and genocide, by invoking and deploying rhetoric of racism, regionalism, elitism and classism against criticism of the Janja. □ Not only that, but many accept and legitimize the Janjaweed propaganda that claims that they are a group marginalized by the 56 state and that their goal is to end marginalization. □ This is a hideous lie that should have been met with laughter and ridicule in normal political situations. □ In order to know why such a claim is enough to send a billion Africans to death laughing, you only have to remember that the Bashir regime created the Janjaweed forces to crush the rebellion of “marginalized” African groups in Darfur, Kordofan and Southern Blue Nile.
230		230_demonstration_london_british_gathering	['demonstration', 'london', 'british', 'gathering', 'honorable', 'protest', 'european', 'denouncing', 'saturday', 'abroad', 'crimes', 'union']	But these countries, with their channels, do not want us to get out of our crises in a safe way. They only want our destruction and the death of our families and children. They want to see Sudanese kill each other. I swear it is very confusing, most of them are countries with which we do not share borders or even culture. And so that some people do not accuse me of trying to intimidate people from going out and demonstrating, I say to those who want to demonstrate (whatever happened) Clear people, let us express our opinion and anger at the behavior of the countries that seek to destroy us, especially since among them are countries that suffer from high prices, like us.	White Flags Campaign to Stop War and Establish Peace: We call on all Sudanese citizens to raise white flags in homes, institutions and everywhere and to carry them while on the move. ¬ We aim to send a clear message to the world that Sudanese reject violence and seek peace. ¬ We specifically call on Sudanese in diaspora countries to actively participate in the campaign. ¬ We call on everyone who feels pain and sadness among whom we share humanity regarding what is happening in our country to join the campaign. ــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــ _Join the Sudanese scene on Telegram via the link​ https://t.me/Sd_News_Network	_ Youth for Darfur Organization “Mashad”: We absolutely refuse to hold any interviews for a group of politicians who pledge allegiance to the enemies of Sudan.
231		231_khartoumjanjaweedcemetery_battleofdignity_httpstmealrisala249_httpswwwfacebookcomprofilephpid61556457563338	['khartoumjanjaweedcemetery', 'battleofdignity', 'httpstmealrisala249', 'httpswwwfacebookcomprofilephpid61556457563338', 'message249', 'facebook', 'whatsapp', 'onearmyonepeople', 'follow', 'channel', '249', 'telegram']	D. Hassan Al-Hawari #Battle_of_Dignity #Drake_the_Janjaweed_incubators #Khartoum_Janjaweed_cemetery	M. Muhammad Khalafallah #Battle_of_Dignity #One_Army_One_People #Khartoum_Janjaweed_cemetery	The truth has become abundantly clear #Battle_of_Dignity #Khartoum_Janjaweed_cemetery #One_Army_One_People
232		232_barrier_lions_invaders_stood	['barrier', 'lions', 'invaders', 'stood', 'heroes', 'militia', 'onearmyonepeople', 'face', 'aggressors', 'fighters', 'supported', 'dignity']	Now we have heard the militia return openly to the panic calls of the hosts.	2-Standing side by side with the people’s armed forces in the battle of dignity against the invaders.	A militia force confronted him and said, “You are on alert, you are not ready.”
233		233_war_jeddah_stop_end	['war', 'jeddah', 'stop', 'end', 'conflict', 'ceasefire', 'alburhans', 'hemedti', 'solution', 'conference', 'truce', 'map']	¬ I appeal to the mediators at the Jeddah platform, “Saudi Arabia, the United States of America,” IGAD, the African Union, and neighboring countries to make every effort to stop the war and put pressure to achieve a comprehensive ceasefire in Sudan. ــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــ _Join the Sudanese scene on Telegram via the link​ https://t.me/Sd_News_Network	♢Hemedti in a message to the United Nations: We sincerely engaged in the Jeddah negotiations and put forward a vision to stop the war ♢The United States provides an additional grant to those affected by the conflict in Sudan ♢Opening of Sinkat Electricity The militia loots Ibrahim Naqd's house ♢Report: Al-Burhan’s visit to New York... Will it affect the end of the war in Sudan?	The Vice President of the Sovereignty Council confirmed that the Government of Sudan seeks to end the war and not to stop the war, because the ambition of the Government of Sudan is to end the long history of wars in Sudan through the road map to end the war in its four stages that establishes a new era in the history of the Sudanese state.
234		234_fires_broke_massive_houses	['fires', 'broke', 'massive', 'houses', 'camp', 'camps', 'kalma', 'displaced', 'burned', 'tawila', 'crops', 'darfur']	"A fire kills two children in a camp for displaced people in Darfur #Sudan_News_Network on Telegram https://t.me/Sd_News_Network Two children were burned to death on Sunday as a result of a fire in the Zamzam camp for displaced people, south of El Fasher, the capital of North Darfur state. The fire also destroyed dozens of homes. Adam Othman, one of the sheikhs of the camp, told Sudan Tribune that the fire completely destroyed dozens of houses built with local materials, along with all their contents. He added, ""The fire broke out in Center C and led to the death of the two children, Salma Taher, five years old, and Hussein Yahya, six years old."	Othman explained that the families of the child victims were displaced earlier from the Shangil Tobay area in Dar Al Salam locality in North Darfur, and that the fire broke out while their families were away.	"A fire destroys dozens of homes and crops in North Darfur. Follow the #Governor_Center on Telegram via the link https://t.me/Sd_News_Network A massive fire that broke out in the “Ali Karrar” area in Kalimando locality in North Darfur state destroyed 29 homes and food crops, and livestock died. The head of the Losses Survey Committee, Idris Abdel Karim Ismail, told Sudan Tribune on Monday that the strong winds and the presence of citizens in the village market helped the fire expand and not be controlled. He said, ""The fire led to the death of a number of livestock and the destruction of large quantities of food crops."""
235		235_meteorology_varying_rains_rain	['meteorology', 'varying', 'rains', 'rain', 'rainfall', 'wind', 'warns', 'heavy', 'thunderstorms', 'states', 'rates', 'tropical']	We are heading into the dry season,” she warned. “	Meteorological reports...rains continue for two months State Ministers of Education:	Rain is expected in a number of different states of the country.
236		236_hanging_execution_accused_sentence	['hanging', 'execution', 'accused', 'sentence', 'imprisonment', 'wood', 'fugitive', 'defendants', 'ransom', 'death', 'anti', 'crimes']	The police are holding protests against judicial rulings against those accused of killing the former cotton official.	Life imprisonment for ten on charges of establishing a “terrorist group” Observatory:	The perpetrators of crimes during the past 30 years will be brought to justice Homeland:
237		237_uae_image_terrorist_crimes	['uae', 'image', 'terrorist', 'crimes', 'uaes', 'media', 'militia', 'atrocities', 'narratives', 'sky', 'sponsors', 'strongly']	_ Foreign Minister Ali Al-Sadiq: The Rapid Support Militia has met all the criteria to be classified as a terrorist group, and Sudan is working to find radical solutions to forced displacement and encourage the voluntary return of refugees and the host community.. This came during his participation in the Global Refugee Forum. ــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــ _Join the Sudanese scene on Telegram via the link​ https://t.me/Sd_News_Network	🟥Sudanese Foreign Ministry| MSF statement; Conclusive evidence of the deliberate practices of the terrorist rebel militia in starving citizens.	The UAE Media Office officially distributes thousands of invitations to Sudanese expatriates; To attend the festival to improve the image of Sheikh Mohammed bin Zayed; Because of the support of the rebel terrorist support militia with weapons. # Sudan #Sudan_War #Rapid_Support_Terrorist_militia #The_Road_to_Madani #Media_Isnad_Ministry_of_Sudanese #The_UAE_is_killing_the_Sudanese_people
238		238_village_almanaqil_joy_sons	['village', 'almanaqil', 'joy', 'sons', 'learned', 'domination', 'fought', 'gathered', 'battle', 'unwavering', 'belief', 'wad']	The people of the village of Sarhan (rural Al-Manaqil), when they learned of the movement of a militia force to their village, they all went out, old, young, and young, and armed themselves with whatever they could, with a firm belief and unwavering determination that they were the sons of Sheikh Al-Nafidi, with religion, chivalry, and willpower... and the militia fled.	Either their sons paid a heavy bill in the recent battles of El Fasher, so others were summoned, or these tribes learned how to stop their sons from rushing in favor of a massive battle that showed signs of exhaustion and aging on the tribes’ storehouse of human generosity.	When the militia reached Al-Inqaz Street, I and many people in Shambat saw that this was the last of them, and they certainly would not reach Al-Maouna Street while we were safe. The militia reached Shambat and Al-Baraha.. The people of Samarab Al-Kadro thought that this was the last of them and they certainly would not reach Halfaya itself, while the bakeries and the market were working and they were safe.
239		239_jazeera_project_al_aljazeera	['jazeera', 'project', 'al', 'aljazeera', 'sky', 'media', 'factor', 'restrictions', 'misleading', '300', 'satellite', 'agent']	Source: Al Jazeera + agencies, websites	France 24 channel and Sky News Arabic channel have a Jewish owner, and I say Jewish.	Governor of the Al-Jazeera Project:
240		240_alleviate_dabba_displaced_shelters	['alleviate', 'dabba', 'displaced', 'shelters', 'improve', 'gedaref', 'provide', 'conditions', 'directed', 'relevant', 'governor', 'social']	Saleh pointed out the reopening of 11 schools, including two secondary schools, and the return of police points in Sarfaya, Baraka, and Korma. He explained that the process of collecting weapons and community reconciliations that took place in Sarfaya, Baraka, and Korma contributed significantly to the voluntary return. Saleh stressed the locality’s readiness to provide return aids for those wishing to return to their areas, and to integrate those unwilling into society according to a plan prepared by the state.	Al-Dakir pointed out that the FFC delegation held a number of meetings and meetings, including Prime Minister Dr. Abdullah Hamdok, civil administrations and community components in El Geneina, in addition to field visits to some refugee camps.	Al-Shabek revealed that there will be another visit to El Geneina in order to follow up on the humanitarian situation, which began to improve after the security and humanitarian situation was restored and large numbers of displaced people returned.
241		241_driver_license_driving_drivers	['driver', 'license', 'driving', 'drivers', 'required', 'unhcr', 'khashm', 'high', 'completed', 'job', 'school', 'secondary']	Application requirements: ✅ Passport ✅ Owner’s or general driving license ✅ Age 39 - 22 years ❇️ A preview will be conducted for applicants. ☎️ Call + WhatsApp: 0121100979 0999799664 https://wa.me/249999799664 Newspaper without title:	Application requirements: ✅ Passport ✅ Owner’s or general driving license ✅ Age 39 - 22 years ❇️ A preview will be conducted for applicants. ☎️ Call + WhatsApp: 0121100979 + 0121100933 0999799664 + 0962544078 https://wa.me/249999799664 _ Al-Sayha newspaper:	Application requirements: ✅ Passport ✅ Owner’s or general driving license ✅ Age 39 - 22 years ❇️ A preview will be conducted for applicants. ☎️ Call + WhatsApp: 0121100979 + 0121100933 0999799664 + 0962544078 https://wa.me/249999799664 Akhbar Al-Youm newspaper:
242		242_illegal_immigration_combat_immigrants	['illegal', 'immigration', 'combat', 'immigrants', 'transient', 'trafficking', 'foreigners', 'smuggling', 'borders', 'drugs', 'vehicle', 'security']	“4” modern aircraft and “17” boats to secure the borders ​ Follow the latest news on the Telegram application via the link https://t.me/Sd_News_Network The Ministry of the Interior announced that it has deployed “4” modern aircraft and “17” combat boats to secure the borders and territorial waters from the dangers of transient crimes and to limit human trafficking and the smuggling of weapons and drugs.	He stated that the operation is the third of its kind within 45 days, stressing that it will not be the last due to gang activity and illegal immigration.	It is worth noting that the Rapid Support Forces work in combating transient crime, including illegal immigration, drugs and weapons, in addition to combating smuggling in all its forms.
243		243_detainees_prison_detention_prisons	['detainees', 'prison', 'detention', 'prisons', 'release', 'prisoners', 'house', 'floor', 'deprivation', 'poor', 'supervising', 'escaping']	The prisons are dilapidated and 200 children are in correctional homes Shout:	Providing services: The agency that runs these facilities says each detainee receives adequate food, bathrooms, clean clothing and medical care.	He will be deported after serving his prison term.
244		244_crimes_genocide_committed_civilians	['crimes', 'genocide', 'committed', 'civilians', 'massacres', 'violations', 'heinous', 'murder', 'rape', 'looting', 'fifteenth', 'darfur']	The Rapid Support Militia killed and displaced citizens in El Geneina in the ugliest forms of war crimes, regardless of what it did in Khartoum and some cities in Sudan.	"□ The Janjaweed committed documented massacres and war crimes against these groups, sometimes amounting to genocide. It can also be remembered that the Janjaweed allied themselves with white European powers and acted as guards to protect southern Europe's borders by terrorizing and ""hunting"" African migrants to Europe through the Sudanese and Libyan Sahara. □ Here the Janjaweed act as an enemy of poor Africans who have been marginalized by the globalized and excessively racist neoliberal world economy. □ Poor Yemenis being terrorized in their country by hired Janjaweed add to the Janjaweed’s long record of standing alongside regional, global and national powers against marginalized people everywhere."	The Rapid Support Militia killed and displaced citizens in El Geneina in the ugliest forms of war crimes, regardless of what it did in Khartoum and some cities in Sudan.
245		245_kilograms_meat_lentils_food	['kilograms', 'meat', 'lentils', 'food', 'dates', 'meals', 'cultural', 'sugar', 'culture', 'types', 'cooking', 'dinner']	With their short seats and the scent of coffee filling the sides, you will find intellectuals gathered in close circles, each group discussing their interests: “artists, poets, novel and short story writers, and activists in the humanitarian fields.”	Sweeten your meals with local ghee... a sweet taste and a fragrant flavour.	Sweeten your meals with local ghee... a sweet taste and a fragrant flavour.
246		246_car_cars_import_controls	['car', 'cars', 'import', 'controls', 'expatriates', 'model', 'importing', 'customs', 'vehicle', 'exception', 'permanently', 'granted']	New statements by the Secretary-General for Expatriates regarding incentives and customs exemptions for cars.	- Banning the import of cars - The Army:	Ministry of Finance and Economic Planning for Expatriates: Keep the transfer receipts and when the year has passed and when they reach the equivalent of eight thousand US dollars, you will be granted a customs exemption for bringing home furniture for free or bringing in your car to contribute to supporting transportation, transportation, or your salon, provided that it is from the 2016 model year until now. #
247		247_island_beloved_islands_villages	['island', 'beloved', 'islands', 'villages', 'traitors', 'tell', 'remnants', 'liberation', 'land', 'birth', 'approaching', 'grave']	He called on the citizens of the island, whom he described as producers, to go to work and not pay attention to traitors, agents, and keyboard activists.	We carried the gun, fought each other, and got out of the evil circle Movement leaders:	*The enemy writes a random note on Karari.. Dana attacks a school in the Eighth District where there are immigrants.
248		248_infantry_division_22nd_brigade	['infantry', 'division', '22nd', 'brigade', 'sixth', '18th', 'officers', '6th', 'noncommissioned', 'soldiers', 'describing', 'spirit']	When addressing the officers, non-commissioned officers and soldiers of the 18th Infantry Division in Kosti, he praised the high fighting spirit and complete readiness to support the mends of this nation, describing them as crocodiles of the Nile.	■ The 89th Brigade, the leadership of the 22nd Division, and the soldiers within it are at the peak of enthusiasm and high morale, and the video clip of the Janja platforms spread is very old.. ☆ Today’s clashes subsided in the northeastern side, specifically “the 89th Brigade area.”	The 22nd Infantry Division and the 89th Brigade are still with the army and stationed within it.
249		249_gold_kilos_arrested_girl	['gold', 'kilos', 'arrested', 'girl', 'arqin', 'mining', 'currency', 'seized', 'thwarted', 'intelligence', 'smuggle', 'refers']	Dismissal of bank employees involved in the drug money case Ella:	Prostitution, drug, and internal organ dealers are targeted by scammers in random mining markets. Follow the latest news on the Telegram application via the link https://t.me/Sd_News_Network Information revealed the existence of an organized practice of immorality led by women under the umbrella of trading in food and drinks in markets spread across various gold mining areas, in addition to their trafficking in various types of drugs. The information - according to Al-Akhbar newspaper, which reported that it had obtained - indicated that the random mining site is a fertile ground for human trafficking brokers, and that some of them exploit miners in the desert to take their internal organs, in addition to the danger they may be exposed to when they fall victim to the greed and avarice they face. By people working in this field.	After examination, they discovered that the party responsible for putting the money in the machine had put the 200 krona bill in its place.
250		250_zakat_bureau_meat_office	['zakat', 'bureau', 'meat', 'office', 'bags', 'program', 'distribution', 'allocated', 'thousand', 'return', 'sacrifice', 'families']	Gedaref imposes fees on flour under the pretext of reducing the burden of living A religious body calls for developing the experience of public order to control the street A rise in the levels of the Dinder River Undersecretary of the Ministry of Irrigation:	"Zakat supports insolvent Sudanese in Saudi Arabia with “two billion” pounds. Khartoum ✍🏼: Ayman Jabkul The Secretary-General of the Zakat Bureau, Muhammad Abdel-Razzaq Mukhtar, revealed that an amount of 400 thousand Saudi riyals, equivalent to two billion pounds, had been paid in order to reconcile the circumstances of about 320 Sudanese families of needy people in the Kingdom of Saudi Arabia, after a request for intervention by the embassy in Riyadh. Mukhtar explained, during press statements, on Thursday, after his return from Riyadh, in response to a call launched by the Sudanese embassy for the need to intervene to help those wishing to return following the royal blessing. He explained that there are Sudanese suffering harsh conditions due to a number of social and living conditions. He added, ""Large numbers of expatriates have become poor due to the lack of job opportunities or the loss of a breadwinner and staying in the Kingdom for a very long time."""	He noted that 50,000 citizens had registered at the Sudanese embassy in Riyadh with their desire to return to their homeland. He expected their return at the end of the holy month of Ramadan, pointing out that seven thousand families had returned to Sudan before his visit to the Kingdom. Abdel-Razzaq said that the total amounts of zakat collected from expatriates in the Kingdom of Saudi Arabia, during the past four years, amounted to one million and 50 thousand Saudi riyals, of which the Bureau’s share amounted to 742 riyals, but he pointed out that the Bureau donated 85% to the Sudanese embassy to be used to address the problems of the Sudanese, especially wishing to return. The Secretary-General of the Zakat Office acknowledged the decline in the collection of zakat for expatriates. He attributed the matter to linking the payment of zakat funds to the renewal of the passport once every five years.
251		251_displacement_occupied_longer_slightest	['displacement', 'occupied', 'longer', 'slightest', 'regulation', 'prolonged', 'breath', 'homes', 'hope', 'peoples', 'lacks', 'treachery']	They took refuge in the homes of the citizens who plundered them, displaced them, and occupied hospitals.	Yahoo, are people displaced from their homes or someone else?	Read a statement, leadership. Speak the words of your stomach instead of this silence The island is being violated Forced displacement Migration into the unknown Commander, talk to us about what is happening on the island
252		252_salva_kiir_kiirs_juba	['salva', 'kiir', 'kiirs', 'juba', 'machar', 'deng', 'wahid', 'invitation', 'nour', 'arrives', 'ugandan', 'wife']	Salva Kiir's deputy to the Movement:	15,000 return from Saudi Arabia via Suakin Disagreements escalate between Salva Kiir and Taban regarding power sharing Dialogue parliamentarians protest against their lack of distribution in permanent committees Minister of State for Information:	I do not intend to succeed Salva Kiir Minister of Communications:
253		253_discover_discovered_ibn_friend	['discover', 'discovered', 'ibn', 'friend', 'did', 'saw', 'ones', 'almahdi', 'alsadiq', 'let', 'abu', 'emigrate']	(Al-Mikrar) transmits from the site of the event the details of what happened in the (Kalima) camp. (	Al-Sadiq Al-Mahdi: To Al-Magher:	Please do not interact with this phenomenon, and it will disappear over the course of days, just as our friend Abu Al-Qunfuz and the coal stove disappeared.
254		254_homeland_traitor_homelands_hands	['homeland', 'traitor', 'homelands', 'hands', 'traitors', 'patriotism', 'faces', 'steadfastness', 'courtesy', 'nation', 'imagined', 'wasting']	Let us dream of the new, forget the past, unite and bring together the diaspora, saddle the horses of wishes, with boldness and steadfastness, I have a long, prosperous homeland, in which we are all equal, between the joy of harvest weddings and the leaf of spring’s breath. And we bid farewell to worry and distress. Let us all rejoice. Tomorrow peace will surround us. Companionship and love will embrace us. All tears will ring out in song, and all candles will drop teeth, instead of mines and bombs.	The faces that have excelled in playing the role of the traitor and today want to play the role of heroism are faces that have a history of betraying the country and participating in its destruction and wasting its capabilities.	To have the spirit of patriotism, put aside differences, and rise above private goals to the level of moral and national responsibility that leads to our unity and the strength of our unity in the face of any brutal attack.
255		255_elected_almirghani_hamdok_congratulates	['elected', 'almirghani', 'hamdok', 'congratulates', 'prime', 'glorious', 'unite', 'fulfill', 'mansour', 'moneim', 'nazir', 'occasion']	Abyei is Sudanese Sudakal's removal from the presidency of Mars Sudanese:	In the opening of his speech, the President of the National Legislative Authority welcomed the Vice President of the Republic, the Chief Justice, the President of the Constitutional Court, the assistants to the President of the Republic, the holders of constitutional positions, the former presidents of the Sudanese parliamentary councils, the ministers, ambassadors, heads of diplomatic missions, leaders and representatives of political parties, and representatives of media institutions. He was particularly greeted by a guest. Honorary Counselor Imran Al-Karim, Minister of the House of Representatives of the Arab Republic of Egypt, and his companions. Khartoum Kush News	Al-Bashir will lead the change process himself through a competent government Sudanese:
256		256_umma_party_rebuilding_national	['umma', 'party', 'rebuilding', 'national', 'kasla', 'affirms', 'sound', 'presidency', 'foundations', 'construction', 'achieve', 'democratic']	The National Party is (deteriorating) and lacks competence 50% illiteracy rate among women Hassabo:	I intend to retire from political work and leave the presidency of the Umma Party A significant decline in the prices of cement, iron and foodstuffs Interior:	The statement added, “Al-Taayshi and those with him want to repeat a new Abuja.
257		257_admission_receiving_final_completion	['admission', 'receiving', 'final', 'completion', 'secure', 'luck', 'apply', 'applicants', 'procedures', 'application', 'register', 'link']	✅ Bachelor of Accounting ✅ Fresh graduate/no experience required ☎️ Call + WhatsApp:	⭕️ Application is done by sending a PDF CV via WhatsApp:	A screening will be conducted for applicants.
258		258_milk_sudannewsnetwork_2017_kilograms	['milk', 'sudannewsnetwork', '2017', 'kilograms', 'preparation', 'monitoring', 'newspapers', '15000', 'headlines', 'omani', 'half', 'httpstmesdnewsnetwork']	The Middle East* 🌐 *Sudan News Network* 🔸 *For more news, follow us on Facebook* 👇🏼👇🏼👇🏼 https://www.facebook.com/SudanNewsNetwork/ *And on the Telegram website.* https://t.me/Sd_News_Network	Headlines of Arab newspapers published on Wednesday, June 21, 2017 Monitoring and preparation: Magdy Shafiq Ahmed Hammam Sudan University of Science and Technology Al Jazeera Saudi Arabia:	Headlines of Arab newspapers published October 3, 2017 Monitoring and preparation: Magdy Shafiq Ahmed Hammam Sudan University of Science and Technology #Sudan_News_Network https://t.me/Sd_News_Network Riyadh Saudi Arabia:
259		259_pregnant_honey_mothers_nutritional	['pregnant', 'honey', 'mothers', 'nutritional', 'guide', 'birth', 'reproductive', 'breastfeeding', 'baby', 'child', 'women', 'children']	The project will last for 12 months, targeting approximately 128,577 children under the age of two, 10,000 school-age children, 6,343 mothers/caregivers, and 30,253 pregnant women.	Child survival interventions (health, nutrition, sanitation and hygiene), quality basic education for every child and protection of children from violence, abuse, exploitation and neglect will also be provided to children through existing channels.	Benefits of honey for children. Follow the latest news on the Telegram application via the link https://t.me/Sd_News_Network Honey is characterized by many therapeutic and nutritional properties. It contains compounds and substances necessary for the body, the most important of which are sugars and vitamins such as vitamin K and vitamin B9, in addition to carotene, which is converted in the liver into vitamin A. It also contains enzymes and a group of mineral salts, acids and proteins. The most important of them is globin, which is responsible for the formation of red blood cells in the body. Many studies have proven the superiority of honey over many other foods as a nutritional supplement that improves children's general health. Especially if it is added to the nutritional schedule of sick children, it works to: Providing the child with high calories, which will increase the child’s movement and energy and thus his healthy and sound growth.
260		260_qatina_militia_stormed_villages	['qatina', 'militia', 'stormed', 'villages', 'neighborhoods', 'looting', 'beating', 'gandhi', 'purposes', 'cutting', 'assaulted', 'using']	"▪️Wad Medani Resistance Committees in Gezira State: - The Rapid Support militia stormed the village of ""Al-Talha"" and attacked citizens inside their homes, assaulted women and children by beating and intimidating them, and forcibly displaced civilians at night to neighboring villages. - During the displacement of the people of the village of “Al-Talha” towards Al-Manaqil, the militia set up outposts near the village of “Al-Shiqab” to block their way and loot the remaining property of the citizens with which they left. Army forces are present not far from the site where these violations were committed, but they remained in place without any intervention or movement to protect and defend citizens against the crimes of the Janjaweed militia. - After the Janjaweed crime against citizens ended, the army’s warplanes launched an air strike on the village of Talha, wounding a woman and a man."	In continuation of its assault against civilians, the rebel militia is deliberately cutting off water and electricity in the neighborhoods of Al-Muhandiseen, Umm Baddah, and the southern countryside of Omdurman, in order to force them to leave their homes in preparation for looting, seizing them, or using them for military purposes. In the same context, the militia today expelled (21) families from Al-Fatihab.	The perished mercenary militia, Muhammad Abd al-Rahman Abu Shalakha A month ago, he was threatening to attack Sennar, and he blogged on Mount Muya and caused the killing of innocent citizens and the displacement of the people of safe villages and countrysides.
261		261_honorable_officers_noncommissioned_division	['honorable', 'officers', 'noncommissioned', 'division', 'forces', 'joining', 'welcome', 'soldiers', 'rsf', 'armed', 'regardless', 'diversity']	♦️Our confidence in the Sudanese Armed Forces will not and has not diminished.	*Kabashi, while addressing officers, non-commissioned officers and soldiers of the Eastern Military Region:* Kabashi: Salute to the officers and non-commissioned officers of the Eastern Military Region and salute to all citizens of Gedaref State. Kabashi: I convey to you all my greetings from Mr. President of the Sovereignty Council, Commander-in-Chief of the Armed Forces, and all members of the Sovereignty Council and the General Staff Kabashi: Our visit to you is to inspect and complete the final arrangements for resolving the battle of Wad Medani and all the areas in Sudan that were desecrated by the Rapid Support rebels.	Message in the mail Sudanese Armed Forces Sudanese Armed Forces Victories Tariq Al-Hadi Kajab Abdel Dayem Nouri If the Sudanese Armed Forces want to end the rebellion First, it must close the ports of the Batana, as fuel comes through the villages of the Batana, carried by lorries and tractors.
262		262_morgue_forensic_bodies_unidentified	['morgue', 'forensic', 'bodies', 'unidentified', 'deceased', 'body', 'graves', 'terrifying', 'secrets', 'investigate', 'doctors', 'investigations']	The body of a woman was found floating in the Nile, suspected to be the missing Adiba In a secret meeting:	Al-Sayha publishes terrifying details about ghost houses Corn Hospital:	The Bag News website did not obtain other details regarding the identity of the deceased woman. Source: #Bag_News
263		263_uae_emirates_gulf_dubai	['uae', 'emirates', 'gulf', 'dubai', 'emirati', 'middle', 'hands', 'buy', 'created', 'countries', 'britain', 'financial']	-1- The economic conditions in the Gulf countries have declined steadily in recent years. The economic reports issued successively in the West about the deterioration of financial conditions in the Gulf Cooperation Council countries, the rich ones in particular, carry pessimistic predictions, at a time when some of them are experiencing crises among themselves. Internal security crises and external wars have negative and harmful repercussions on their economies. -2- These changes created a large deficit in the budgets of the Gulf states, accompanied by a decline in income from oil revenues to less than 50% compared to what income was in 2013!! For the first time in recent years, the rich countries in the Gulf have resorted to withdrawing from strategic financial reserves in an unprecedented manner, from funds that are supposed to be for emergencies and future generations, which has led to their rapid contraction.	📌 We are still with the problem of the Emirates and getting it out of the narrow circle. .	A month ago tonight, we posted the clip on Tik Tok and told you that the UAE offered a bribe to America in the form of a trade transaction (it bought 77 planes from the international company Boeing).
264		264_injured_drowned_bodies_victims	['injured', 'drowned', 'bodies', 'victims', 'children', 'wished', 'toll', 'recovery', 'girl', 'speedy', 'extent', 'women']	No one has moved to search for the bodies yet, according to a Red Cross official.	The official authorities did not issue any information regarding the number of dead and injured victims.	115 people were killed and 1,895 families were displaced and displaced.
265		265_arabs_diaspora_rizeigat_desert	['arabs', 'diaspora', 'rizeigat', 'desert', 'certain', 'janjaweed', 'neighbors', 'racism', 'forget', 'bbc', 'niger', 'harm']	#American women Prepared by Bushra Jaber Ali #Sudan_News_Network https://t.me/Sd_News_Network The indigenous peoples of the United States, including Alaskans, immigrated from Asia.	A British woman dug into the history of Sudan...and came up with these anecdotes.	In this year, the people of Sudan were patient with the greatest injustice that occurred in the history of the land, and they looked at their army with looks of hope.
