Topic	Words	Frequency	Timestamp
127	gate, strongest, terrorist, drones, directly	2	2025-11-26 22:16:06.908256864
129	cast, capture, winning, doubt, accuse	2	2025-11-26 22:16:06.908256864
132	net, tambour, survived, certain, mustafa	2	2025-11-26 22:16:06.908256864
135	jobs, study, contains, interested, language	1	2025-11-26 22:16:06.908256864
137	cold, temperatures, weather, moderate, slight	2	2025-11-26 22:16:06.908256864
138	expense, partner, nuba, interests, coalition	2	2025-11-26 22:16:06.908256864
139	insurance, umbrella, organize, enlightenment, understanding	4	2025-11-26 22:16:06.908256864
140	enters, flee, soon, residents, prior	3	2025-11-26 22:16:06.908256864
142	watan, reliable, reports, arabiya, 2025	1	2025-11-26 22:16:06.908256864
145	terrorism, hotbed, distorted, disrupt, destructive	1	2025-11-26 22:16:06.908256864
147	ties, contributes, facilitating, account, strengthening	1	2025-11-26 22:16:06.908256864
150	restoring, factories, economy, investment, consumption	5	2025-11-26 22:16:06.908256864
151	130, costs, bag, wheat, pounds	1	2025-11-26 22:16:06.908256864
152	boat, migrants, indication, 15, faced	1	2025-11-26 22:16:06.908256864
154	karari, headlines, channel, issued, december	6	2025-11-26 22:16:06.908256864
155	amounts, euros, funded, bridge, value	1	2025-11-26 22:16:06.908256864
157	boat, shot, short, waves, sabotage	4	2025-11-26 22:16:06.908256864
158	welfare, homeless, child, referral, specified	4	2025-11-26 22:16:06.908256864
160	hostilities, truce, goal, establish, stop	1	2025-11-26 22:16:06.908256864
162	abyad, um, outskirts, al, calm	1	2025-11-26 22:16:06.908256864
163	municipality, bachelor, private, conducts, separation	1	2025-11-26 22:16:06.908256864
165	deprived, identification, papers, obtaining, summary	1	2025-11-26 22:16:06.908256864
169	america, title, focus, allies, policy	4	2025-11-26 22:16:06.908256864
170	victory, retreats, certainty, god, advances	5	2025-11-26 22:16:06.908256864
173	appeared, tribune, sudan, scholarship, admission	1	2025-11-26 22:16:06.908256864
176	scene, link, telegram, join, httpstmesdnewsnetwork	8	2025-11-26 22:16:06.908256864
177	flags, protector, chest, guardian, periods	2	2025-11-26 22:16:06.908256864
178	flag, fathers, independence, unacceptable, raised	6	2025-11-26 22:16:06.908256864
182	assessing, london, britain, preferred, ally	2	2025-11-26 22:16:06.908256864
183	striking, kinds, care, expatriates, provide	3	2025-11-26 22:16:06.908256864
184	illness, known, cairo, following, capital	1	2025-11-26 22:16:06.908256864
185	bombing, jar, 73, affiliation, gate	3	2025-11-26 22:16:06.908256864
186	captain, ship, jaber, reconstruction, lieutenant	2	2025-11-26 22:16:06.908256864
187	bilateral, burhan, developments, discuss, relations	2	2025-11-26 22:16:06.908256864
195	source, monday, december, 2025, ad	3	2025-11-26 22:16:06.908256864
196	conditioning, possession, display, washing, accused	2	2025-11-26 22:16:06.908256864
197	targets, sends, parts, uae, mercenaries	1	2025-11-26 22:16:06.908256864
200	truce, indications, revolutionary, dinar, rally	2	2025-11-26 22:16:06.908256864
202	adopts, reforms, broad, partnerships, grants	1	2025-11-26 22:16:06.908256864
203	net, read, details, cemetery, gengueid	8	2025-11-26 22:16:06.908256864
205	november, homeland, 2025, ad, 29	6	2025-11-26 22:16:06.908256864
208	european, trade, sanctions, evaluating, pressure	2	2025-11-26 22:16:06.908256864
209	intelligence, service, improvement, general, solid	8	2025-11-26 22:16:06.908256864
210	telecommunications, regulatory, explanatory, stopping, continuity	2	2025-11-26 22:16:06.908256864
214	httpstmekraray224466, channel, karry, net, repeat	2	2025-11-26 22:16:06.908256864
218	zakat, shift, transformation, diwan, trustees	4	2025-11-26 22:16:06.908256864
221	budgets, tayeb, cross, bridge, old	1	2025-11-26 22:16:06.908256864
223	guardians, righteous, glorious, forgiveness, mercy	2	2025-11-26 22:16:06.908256864
226	interact, karry, compulsory, channel, telegram	8	2025-11-26 22:16:06.908256864
229	nuba, blood, trade, use, controlled	2	2025-11-26 22:16:06.908256864
230	london, demonstration, coincided, alignment, clock	3	2025-11-26 22:16:06.908256864
231	facebook, message249, id, whatsapp, channel	6	2025-11-26 22:16:06.908256864
232	finds, offering, sees, soldier, loyal	3	2025-11-26 22:16:06.908256864
234	disputed, fires, abyei, massive, near	1	2025-11-26 22:16:06.908256864
237	classifying, rented, discourse, planned, silent	1	2025-11-26 22:16:06.908256864
239	jazeera, project, al, governor, aljazeera	1	2025-11-26 22:16:06.908256864
242	impersonating, 105, violators, regular, fragile	4	2025-11-26 22:16:06.908256864
243	requesting, sentences, prisons, criticism, sparked	2	2025-11-26 22:16:06.908256864
248	brigade, infantry, 22nd, heglig, puts	1	2025-11-26 22:16:06.908256864
251	turns, dust, rubble, buried, dreams	2	2025-11-26 22:16:06.908256864
252	salva, kiir, burhan, written, message	3	2025-11-26 22:16:06.908256864
254	homeland, pulse, enthusiasm, winds, soil	4	2025-11-26 22:16:06.908256864
255	anwar, exciting, desire, advisor, rule	1	2025-11-26 22:16:06.908256864
259	birth, traditional, puts, grave, mother	1	2025-11-26 22:16:06.908256864
262	story, body, hands, rest, head	1	2025-11-26 22:16:06.908256864
263	ties, financial, french, transferred, direct	1	2025-11-26 22:16:06.908256864
265	adopts, paying, causes, looted, blood	1	2025-11-26 22:16:06.908256864
267	dismantling, burhan, massad, include, memorial	1	2025-11-26 22:16:06.908256864
275	doubles, sponsorship, logistical, external, pressure	1	2025-11-26 22:16:06.908256864
277	forest, trees, forestry, ain, heglig	2	2025-11-26 22:16:06.908256864
279	tribalism, trap, questions, confrontation, institution	3	2025-11-26 22:16:06.908256864
-1	al, net, armed, militia, region	805	2025-12-27 04:27:35.256880704
0	dilling, kadugli, kordofan, drone, rapid	52	2025-12-27 04:27:35.256880704
1	education, students, school, schools, exams	44	2025-12-27 04:27:35.256880704
2	humanitarian, food, aid, hunger, malnutrition	38	2025-12-27 04:27:35.256880704
3	stadium, cup, football, steadfastness, saying	32	2025-12-27 04:27:35.256880704
4	iran, king, moment, saudi, test	8	2025-12-27 04:27:35.256880704
5	turkish, visiting, arabic, tour, recently	5	2025-12-27 04:27:35.256880704
6	ethiopian, ethiopia, cargo, emirati, airport	9	2025-12-27 04:27:35.256880704
7	measles, vaccinate, cases, campaign, vaccination	5	2025-12-27 04:27:35.256880704
8	israel, eyes, alliance, gaza, yemen	7	2025-12-27 04:27:35.256880704
9	qatina, noteworthy, looting, directly, contributed	5	2025-12-27 04:27:35.256880704
10	testimonies, women, sexual, violence, girls	6	2025-12-27 04:27:35.256880704
11	agricultural, production, agriculture, irrigation, map	3	2025-12-27 04:27:35.256880704
12	killings, excessive, identical, varying, shooting	5	2025-12-27 04:27:35.256880704
13	god, neglect, almighty, does, weak	14	2025-12-27 04:27:35.256880704
15	msf, required, degree, vacant, officer	5	2025-12-27 04:27:35.256880704
16	democracy, parties, isolated, legitimacy, definition	4	2025-12-27 04:27:35.256880704
17	crescent, baskets, commission, visiting, appreciates	5	2025-12-27 04:27:35.256880704
18	negligent, happening, genocide, community, crimes	6	2025-12-27 04:27:35.256880704
19	polish, recognize, ambassador, foreign, developments	10	2025-12-27 04:27:35.256880704
21	ambro, worsening, warning, disaster, late	4	2025-12-27 04:27:35.256880704
22	focusing, propaganda, tactical, expensive, reaction	3	2025-12-27 04:27:35.256880704
24	dabba, 650, displaced, ambro, tina	7	2025-12-27 04:27:35.256880704
25	offer, thing, 500, activists, fled	2	2025-12-27 04:27:35.256880704
26	blue, nile, governor, reviews, launches	17	2025-12-27 04:27:35.256880704
27	arabiya, soldier, obeid, commander, limits	7	2025-12-27 04:27:35.256880704
28	ethiopia, ethiopian, journey, refugees, searching	10	2025-12-27 04:27:35.256880704
29	identification, papers, security, police, exclude	12	2025-12-27 04:27:35.256880704
30	behalf, loyal, exciting, bank, nilein	3	2025-12-27 04:27:35.256880704
31	airport, flights, flight, aviation, costs	7	2025-12-27 04:27:35.256880704
32	passports, passport, immigration, registry, police	25	2025-12-27 04:27:35.256880704
33	police, security, cell, electronically, directed	10	2025-12-27 04:27:35.256880704
34	karari, surveillance, tight, activating, warning	1	2025-12-27 04:27:35.256880704
35	scenarios, drag, terrifying, lifeline, geographical	4	2025-12-27 04:27:35.256880704
36	gift, shameless, democracy, desert, activists	1	2025-12-27 04:27:35.256880704
37	mountains, obeid, merely, al, disagreement	2	2025-12-27 04:27:35.256880704
38	ownership, judge, car, showing, indictment	11	2025-12-27 04:27:35.256880704
39	egypt, holders, deportation, community, card	11	2025-12-27 04:27:35.256880704
41	httpstmesaqwl, watch, account, saqwl, application	22	2025-12-27 04:27:35.256880704
42	rights, human, volker, commissioner, high	8	2025-12-27 04:27:35.256880704
43	executing, granting, transfers, nature, extent	1	2025-12-27 04:27:35.256880704
45	anti, drugs, drug, pills, smuggling	9	2025-12-27 04:27:35.256880704
46	trafficking, hostages, human, kassala, crime	3	2025-12-27 04:27:35.256880704
47	explain, mechanism, use, waiting, answer	1	2025-12-27 04:27:35.256880704
48	nigeria, african, affirms, promote, prime	5	2025-12-27 04:27:35.256880704
49	believed, brothers, god, times, emigrate	2	2025-12-27 04:27:35.256880704
50	bid, farewell, heading, thank, eastern	3	2025-12-27 04:27:35.256880704
51	electricity, squares, enters, green, square	4	2025-12-27 04:27:35.256880704
52	sleeping, necessities, coinciding, minimum, harsh	4	2025-12-27 04:27:35.256880704
54	2026, budget, approve, ministers, permanent	1	2025-12-27 04:27:35.256880704
55	translated, nizar, ezz, din, interact	3	2025-12-27 04:27:35.256880704
56	accounts, anti, networks, telecommunications, specifying	3	2025-12-27 04:27:35.256880704
58	ministries, employees, difficulties, dimension, normalization	10	2025-12-27 04:27:35.256880704
59	customs, reducing, chamber, importers, clearance	6	2025-12-27 04:27:35.256880704
62	karari, bachelor, headlines, license, 31	1	2025-12-27 04:27:35.256880704
63	god, tidings, bashirat, freeing, certainly	3	2025-12-27 04:27:35.256880704
64	father, sisters, feed, gave, meaning	5	2025-12-27 04:27:35.256880704
67	weather, moderate, temperatures, prevails, facebook	6	2025-12-27 04:27:35.256880704
68	rubble, parties, alike, prey, quota	3	2025-12-27 04:27:35.256880704
69	suna, agency, news, sona, sudan	7	2025-12-27 04:27:35.256880704
70	obstacles, immigration, passports, occur, lists	1	2025-12-27 04:27:35.256880704
71	journalists, media, convey, press, reception	8	2025-12-27 04:27:35.256880704
72	court, judge, lawsuit, janjaweed, disputed	5	2025-12-27 04:27:35.256880704
73	prime, egyptian, sudani, recognize, tweet	2	2025-12-27 04:27:35.256880704
74	respectable, understood, observer, hope, play	3	2025-12-27 04:27:35.256880704
77	illness, artist, awad, passed, away	2	2025-12-27 04:27:35.256880704
78	infiltrate, missions, cover, residential, requires	1	2025-12-27 04:27:35.256880704
79	pump, fence, surveys, meters, criteria	3	2025-12-27 04:27:35.256880704
80	ruins, sleeping, sadiq, mothers, broken	1	2025-12-27 04:27:35.256880704
81	permit, foreigners, illegal, resident, violators	8	2025-12-27 04:27:35.256880704
82	philanthropists, medina, 65, wells, income	5	2025-12-27 04:27:35.256880704
83	health, madani, nubia, resting, salutes	2	2025-12-27 04:27:35.256880704
84	appeal, ruling, ruled, fine, riyals	5	2025-12-27 04:27:35.256880704
86	parents, obeid, mosque, inaugurates, kordofan	2	2025-12-27 04:27:35.256880704
88	obligations, fiscal, 2025, finance, effort	1	2025-12-27 04:27:35.256880704
89	norms, specifically, sending, letter, counterpart	1	2025-12-27 04:27:35.256880704
90	disappear, anticipation, publish, rely, worse	2	2025-12-27 04:27:35.256880704
97	incubators, classified, professionals, communities, ban	1	2025-12-27 04:27:35.256880704
102	tone, style, trump, personal, professional	1	2025-12-27 04:27:35.256880704
103	rahim, writes, air, force, abdel	1	2025-12-27 04:27:35.256880704
105	celebrations, demonstrations, fragility, terrorizing, noticeable	1	2025-12-27 04:27:35.256880704
106	prayers, performs, holy, babiker, education	8	2025-12-27 04:27:35.256880704
108	sectors, items, require, humanitarian, kind	5	2025-12-27 04:27:35.256880704
109	refugee, refugees, administrative, 58, commissioner	7	2025-12-27 04:27:35.256880704
112	yes, bury, kills, immigrants, grave	2	2025-12-27 04:27:35.256880704
115	obligations, payment, pension, units, evaluating	3	2025-12-27 04:27:35.256880704
117	controversy, doors, opens, file, halfa	1	2025-12-27 04:27:35.256880704
119	guardians, righteous, glorious, revolution, forgiveness	2	2025-12-27 04:27:35.256880704
122	waiting, limbs, artificial, india, medical	4	2025-12-27 04:27:35.256880704
123	ambro, doctors, 200, network, basis	3	2025-12-27 04:27:35.256880704
124	chadian, chad, test, stability, reaction	9	2025-12-27 04:27:35.256880704
125	whatsapp, correspondent, follow, channel, nizar	2	2025-12-27 04:27:35.256880704
126	hajj, umrah, ah, kenana, structure	1	2025-12-27 04:27:35.256880704
129	resist, unite, tools, worked, turned	2	2025-12-27 04:27:35.256880704
132	bakhit, appearance, fall, alert, enlightening	1	2025-12-27 04:27:35.256880704
134	approve, decisively, protest, demonstrations, directives	1	2025-12-27 04:27:35.256880704
135	jobs, study, contains, interested, language	2	2025-12-27 04:27:35.256880704
137	weather, temperatures, cold, parts, night	7	2025-12-27 04:27:35.256880704
139	segments, insurance, 23, targeting, island	1	2025-12-27 04:27:35.256880704
144	syndicate, thanks, theater, sad, passing	4	2025-12-27 04:27:35.256880704
147	steady, deported, registered, residency, transferred	7	2025-12-27 04:27:35.256880704
153	maintaining, site, bathrooms, connecting, transportation	2	2025-12-27 04:27:35.256880704
154	karari, 2026, headlines, channel, issued	7	2025-12-27 04:27:35.256880704
155	expedite, halfaya, maintenance, bridge, completion	1	2025-12-27 04:27:35.256880704
157	arrived, jazira, hajar, later, kilometers	1	2025-12-27 04:27:35.256880704
158	clinics, pharmacy, welfare, qualitative, social	2	2025-12-27 04:27:35.256880704
159	mass, executions, briefing, non, arbitrary	1	2025-12-27 04:27:35.256880704
162	notables, recognition, symbols, al, nasr	4	2025-12-27 04:27:35.256880704
163	opening, hospital, detection, advisory, operating	5	2025-12-27 04:27:35.256880704
167	sectors, partnership, fields, private, sea	2	2025-12-27 04:27:35.256880704
168	language, muammar, sawt, narrative, fellow	2	2025-12-27 04:27:35.256880704
169	emphasizing, preserving, concluded, pledged, allies	4	2025-12-27 04:27:35.256880704
170	victory, god, banner, conquest, helps	2	2025-12-27 04:27:35.256880704
175	transactions, payment, issuing, collection, traffic	2	2025-12-27 04:27:35.256880704
176	scene, link, telegram, join, httpstmesdnewsnetwork	10	2025-12-27 04:27:35.256880704
177	entrusted, guarding, treachery, percent, specifically	2	2025-12-27 04:27:35.256880704
178	fateful, definitely, exist, boy, integrate	4	2025-12-27 04:27:35.256880704
182	britain, behalf, strongest, double, referred	2	2025-12-27 04:27:35.256880704
183	rely, income, patient, asked, available	1	2025-12-27 04:27:35.256880704
185	detained, kadugli, umm, dozens, coming	1	2025-12-27 04:27:35.256880704
186	filth, confidence, cleansing, jaber, liquidate	3	2025-12-27 04:27:35.256880704
187	emirati, statements, egyptian, important, presence	2	2025-12-27 04:27:35.256880704
188	matters, restoring, extending, step, services	1	2025-12-27 04:27:35.256880704
189	uganda, elections, avoiding, ahead, assured	1	2025-12-27 04:27:35.256880704
191	preserves, permanent, reached, agreement, rights	1	2025-12-27 04:27:35.256880704
192	journey, tragedy, bullets, exile, exodus	5	2025-12-27 04:27:35.256880704
193	slaughtered, sisters, perpetrator, killer, mystery	2	2025-12-27 04:27:35.256880704
195	source, 2026, january, thursday, 15	1	2025-12-27 04:27:35.256880704
196	receipt, motorcycles, theft, identification, papers	1	2025-12-27 04:27:35.256880704
197	uae, embassies, jaafar, polish, samoud	2	2025-12-27 04:27:35.256880704
199	2026, homeland, january, ad, saturday	9	2025-12-27 04:27:35.256880704
201	dam, egypt, renaissance, trump, resorting	1	2025-12-27 04:27:35.256880704
202	service, selection, administrative, approved, transparency	5	2025-12-27 04:27:35.256880704
205	net, details, homeland, 2025, november	2	2025-12-27 04:27:35.256880704
206	performs, sadiq, prayers, mosque, burhan	1	2025-12-27 04:27:35.256880704
209	intelligence, favorite, regionally, likes, distort	4	2025-12-27 04:27:35.256880704
210	digital, communications, representing, transformation, internet	5	2025-12-27 04:27:35.256880704
214	karry, channel, httpstmekraray224466, net, repeat	5	2025-12-27 04:27:35.256880704
217	antiquities, archaeological, whereabouts, reward, delivers	6	2025-12-27 04:27:35.256880704
222	tourism, establishes, interact, northern, karry	1	2025-12-27 04:27:35.256880704
224	radio, 95, television, wave, specifically	5	2025-12-27 04:27:35.256880704
225	vehicles, motor, possessions, campaigns, motorcycles	3	2025-12-27 04:27:35.256880704
226	interact, karry, compulsory, channel, httpstmekraray224466	11	2025-12-27 04:27:35.256880704
227	risks, showed, dam, extent, impact	1	2025-12-27 04:27:35.256880704
231	facebook, message249, id, whatsapp, channel	2	2025-12-27 04:27:35.256880704
236	lose, allowed, father, released, escape	1	2025-12-27 04:27:35.256880704
237	agent, misleading, restrictions, uae, emirati	3	2025-12-27 04:27:35.256880704
238	surrounded, burhan, al, village, almanaqil	1	2025-12-27 04:27:35.256880704
239	restrictions, misleading, agent, jazeera, treason	4	2025-12-27 04:27:35.256880704
240	dabba, volcker, partners, meet, stated	1	2025-12-27 04:27:35.256880704
242	illegally, foreigners, counting, 95, pursuing	2	2025-12-27 04:27:35.256880704
243	liquidation, detainees, detention, ruling, communication	1	2025-12-27 04:27:35.256880704
244	raping, aggressor, humiliating, kinds, sponsor	2	2025-12-27 04:27:35.256880704
250	livestock, zakat, holy, inauguration, registration	3	2025-12-27 04:27:35.256880704
251	despair, hospices, absent, rooms, silent	1	2025-12-27 04:27:35.256880704
253	ibn, family, abu, al, discover	1	2025-12-27 04:27:35.256880704
254	copied, independence, glorious, homeland, traitor	2	2025-12-27 04:27:35.256880704
255	connection, rahim, crowd, dagalo, hemedti	3	2025-12-27 04:27:35.256880704
257	tonight, applications, closed, tomorrow, vacant	1	2025-12-27 04:27:35.256880704
260	looks, merowe, effects, dam, targeting	2	2025-12-27 04:27:35.256880704
263	mistake, knows, gulf, result, uae	1	2025-12-27 04:27:35.256880704
265	dues, transformed, inhabited, persecution, rizeigat	1	2025-12-27 04:27:35.256880704
268	study, jobs, courses, training, airline	1	2025-12-27 04:27:35.256880704
273	throne, occupying, earth, entity, just	1	2025-12-27 04:27:35.256880704
278	strong, reserves, pakistan, quoted, sudani	2	2025-12-27 04:27:35.256880704
279	restores, deepening, dominance, cohesive, establishes	1	2025-12-27 04:27:35.256880704
282	ambro, rural, deteriorating, activists, completely	1	2025-12-27 04:27:35.256880704
284	karry, share, channel, httpstmekraray224466, telegram	1	2025-12-27 04:27:35.256880704
287	reliable, coverage, whatsapp, immediate, maximum	6	2025-12-27 04:27:35.256880704
-1	al, 2026, egypt, february, sudanese	826	2026-01-26 10:39:03.605504576
0	kordofan, rapid, al, el, 170	65	2026-01-26 10:39:03.605504576
1	education, students, exams, school, teachers	49	2026-01-26 10:39:03.605504576
2	humanitarian, food, aid, famine, children	23	2026-01-26 10:39:03.605504576
3	hilal, league, round, loses, sports	8	2026-01-26 10:39:03.605504576
4	iran, munich, trump, yemeni, iraq	12	2026-01-26 10:39:03.605504576
5	recovers, ramadan, thwarts, curriculum, restores	2	2026-01-26 10:39:03.605504576
6	ethiopian, mistake, ethiopia, abi, harm	10	2026-01-26 10:39:03.605504576
7	dengue, fever, measles, cases, cholera	9	2026-01-26 10:39:03.605504576
8	israel, jews, iran, gaza, israeli	11	2026-01-26 10:39:03.605504576
9	allied, citing, terrorize, benefited, dirty	4	2026-01-26 10:39:03.605504576
10	women, violence, sexual, rape, introduction	6	2026-01-26 10:39:03.605504576
11	season, cotton, agriculture, livestock, fao	10	2026-01-26 10:39:03.605504576
12	exploded, refrain, prompted, chaos, tension	6	2026-01-26 10:39:03.605504576
13	god, pages, sleep, page, oh	9	2026-01-26 10:39:03.605504576
15	assistant, required, officer, vacant, degree	10	2026-01-26 10:39:03.605504576
16	criteria, looked, boy, affects, explain	6	2026-01-26 10:39:03.605504576
17	tawila, charity, section, khair, aswan	5	2026-01-26 10:39:03.605504576
18	genocide, fact, systematic, forums, international	19	2026-01-26 10:39:03.605504576
19	bonds, destiny, based, common, courtesy	2	2026-01-26 10:39:03.605504576
20	inaugurates, fasting, ramadan, resources, graduation	5	2026-01-26 10:39:03.605504576
21	doctors, borders, majority, town, belgium	13	2026-01-26 10:39:03.605504576
22	clothes, abundant, corresponding, wonderful, essam	4	2026-01-26 10:39:03.605504576
23	composition, walked, geographical, exodus, unless	2	2026-01-26 10:39:03.605504576
24	saw, jebel, displaced, camps, arduous	8	2026-01-26 10:39:03.605504576
25	neighboring, refugees, risks, countries, reported	6	2026-01-26 10:39:03.605504576
26	launches, ramadan, governor, nile, north	19	2026-01-26 10:39:03.605504576
27	hamdan, gen, pledges, returnees, inspects	1	2026-01-26 10:39:03.605504576
28	ethiopian, integrate, refugees, sense, ethiopia	3	2026-01-26 10:39:03.605504576
29	police, random, laying, enhances, idris	6	2026-01-26 10:39:03.605504576
30	bank, koko, hilla, islamic, suspicious	3	2026-01-26 10:39:03.605504576
31	airport, airlines, flights, discounted, flight	8	2026-01-26 10:39:03.605504576
32	passport, passports, foreigners, violating, immigration	6	2026-01-26 10:39:03.605504576
33	ambada, furniture, recovering, arresting, succeeded	7	2026-01-26 10:39:03.605504576
35	tone, escalation, calculations, rift, enthusiasm	1	2026-01-26 10:39:03.605504576
36	pure, agenda, search, did, good	1	2026-01-26 10:39:03.605504576
37	reinforces, disintegration, indication, absolute, banner	2	2026-01-26 10:39:03.605504576
38	really, begun, corruption, telling, leaking	2	2026-01-26 10:39:03.605504576
39	egypt, egyptian, guests, sisi, residency	20	2026-01-26 10:39:03.605504576
40	mining, prospects, banning, examining, minerals	2	2026-01-26 10:39:03.605504576
41	saqwl, httpstmesaqwl, spokesperson, office, watch	1	2026-01-26 10:39:03.605504576
42	rights, human, permanent, representative, survivors	3	2026-01-26 10:39:03.605504576
43	consumption, inflation, representing, groups, clothing	1	2026-01-26 10:39:03.605504576
45	addiction, drug, pills, drugs, smuggling	12	2026-01-26 10:39:03.605504576
46	trafficking, defendants, smuggling, human, traffickers	4	2026-01-26 10:39:03.605504576
47	starts, error, answer, grow, correcting	6	2026-01-26 10:39:03.605504576
48	resolves, recognize, african, union, entities	2	2026-01-26 10:39:03.605504576
49	prayer, god, miss, lord, messenger	6	2026-01-26 10:39:03.605504576
51	enthusiasm, programming, cuts, electricity, sectors	1	2026-01-26 10:39:03.605504576
52	preliminary, disabilities, 400, data, registration	1	2026-01-26 10:39:03.605504576
53	refinery, operate, obeid, ways, energy	2	2026-01-26 10:39:03.605504576
54	justified, gunmen, customers, constitute, dignity	1	2026-01-26 10:39:03.605504576
55	love, hassan, spoil, massad, sir	6	2026-01-26 10:39:03.605504576
56	platforms, slightest, views, feelings, rumours	2	2026-01-26 10:39:03.605504576
57	2026, february, important, headlines, ad	6	2026-01-26 10:39:03.605504576
59	customs, duties, electrical, personal, voluntary	12	2026-01-26 10:39:03.605504576
62	sudani, burhan, piece, assured, pages	3	2026-01-26 10:39:03.605504576
63	god, tamper, undertaken, paradise, shall	3	2026-01-26 10:39:03.605504576
64	stands, jazira, honorable, tribe, entire	3	2026-01-26 10:39:03.605504576
65	installation, teaching, modern, devices, maintenance	3	2026-01-26 10:39:03.605504576
66	sanctions, session, representative, hold, closed	7	2026-01-26 10:39:03.605504576
67	weather, hot, cold, temperatures, parts	2	2026-01-26 10:39:03.605504576
69	suna, agency, news, sudan, sama	1	2026-01-26 10:39:03.605504576
70	passports, immigration, administration, passport, transparency	8	2026-01-26 10:39:03.605504576
71	cohesion, cultural, recovery, step, institutions	2	2026-01-26 10:39:03.605504576
73	mediator, counts, overwhelming, farouk, neglect	4	2026-01-26 10:39:03.605504576
74	trouble, taken, care, dont, come	2	2026-01-26 10:39:03.605504576
76	dispersing, inflicting, succeeded, attacking, breaking	7	2026-01-26 10:39:03.605504576
77	artist, confuse, art, song, repeating	2	2026-01-26 10:39:03.605504576
78	terrorist, ugliest, racial, embodies, unarmed	7	2026-01-26 10:39:03.605504576
79	rehabilitating, water, solar, rehabilitate, improving	1	2026-01-26 10:39:03.605504576
80	conquest, god, victory, flock, factor	2	2026-01-26 10:39:03.605504576
81	legalize, residency, status, deportation, anxiety	10	2026-01-26 10:39:03.605504576
82	eligible, drawing, compensation, urban, rent	4	2026-01-26 10:39:03.605504576
83	health, ambulances, kadugli, medical, salman	2	2026-01-26 10:39:03.605504576
84	shop, hadi, managing, disputes, presents	2	2026-01-26 10:39:03.605504576
86	uniting, mosque, confronting, festival, holy	5	2026-01-26 10:39:03.605504576
87	operates, capacity, total, employees, rest	1	2026-01-26 10:39:03.605504576
88	non, remarkable, governmental, italian, promises	2	2026-01-26 10:39:03.605504576
89	cooper, hosted, respect, circumstances, british	2	2026-01-26 10:39:03.605504576
90	characterized, loss, feature, pressure, prevailing	3	2026-01-26 10:39:03.605504576
91	fair, ends, securing, supervision, reviewed	1	2026-01-26 10:39:03.605504576
92	invaders, shake, feet, ground, step	1	2026-01-26 10:39:03.605504576
93	pharmaceutical, exceeded, factories, losses, chamber	2	2026-01-26 10:39:03.605504576
96	corps, armored, non, breakfast, chief	2	2026-01-26 10:39:03.605504576
97	media, journalist, journalism, cnn, narratives	5	2026-01-26 10:39:03.605504576
98	shock, abiy, mansour, ethiopia, expelled	1	2026-01-26 10:39:03.605504576
100	hope, busy, dismissed, wants, respond	2	2026-01-26 10:39:03.605504576
101	white, develop, ambitious, livestock, exemption	1	2026-01-26 10:39:03.605504576
102	trump, generally, divine, engaging, speaking	5	2026-01-26 10:39:03.605504576
103	hiding, tayeb, courage, simple, played	2	2026-01-26 10:39:03.605504576
104	muhannad, battles, testimony, fought, prince	2	2026-01-26 10:39:03.605504576
105	apology, cancels, asks, employee, guidance	1	2026-01-26 10:39:03.605504576
106	widows, preachers, imams, scholars, implements	10	2026-01-26 10:39:03.605504576
107	marwan, liquidation, angry, misseriya, instructions	2	2026-01-26 10:39:03.605504576
109	salman, king, oxygen, managing, refugee	2	2026-01-26 10:39:03.605504576
110	objects, sit, patient, target, better	1	2026-01-26 10:39:03.605504576
114	migration, europe, migrants, returned, periods	2	2026-01-26 10:39:03.605504576
115	income, recording, commodities, inflation, 60	2	2026-01-26 10:39:03.605504576
116	haftar, libya, nyala, hesitation, libyan	16	2026-01-26 10:39:03.605504576
117	dawn, kidnapped, neighborhood, home, estate	2	2026-01-26 10:39:03.605504576
118	communicated, love, daughter, assured, stronghold	5	2026-01-26 10:39:03.605504576
119	guardians, righteous, glorious, forgiveness, mercy	2	2026-01-26 10:39:03.605504576
120	yahya, difficulties, challenges, overcome, bonds	2	2026-01-26 10:39:03.605504576
121	temperatures, degrees, prevails, rise, parts	1	2026-01-26 10:39:03.605504576
123	doctors, 28, network, killed, targeted	6	2026-01-26 10:39:03.605504576
124	chadian, chad, border, territory, closure	6	2026-01-26 10:39:03.605504576
125	whatsapp, correspondent, follow, channel, httpstmesudannm	9	2026-01-26 10:39:03.605504576
127	sheltering, devastating, terrorist, bases, gatherings	2	2026-01-26 10:39:03.605504576
132	tambour, alleviate, paid, atrocities, ways	1	2026-01-26 10:39:03.605504576
135	jobs, study, contains, interested, language	1	2026-01-26 10:39:03.605504576
137	weather, hot, temperatures, moderate, relatively	12	2026-01-26 10:39:03.605504576
138	elections, legislative, bloc, minawi, legislation	5	2026-01-26 10:39:03.605504576
143	deposed, door, bashir, omar, like	1	2026-01-26 10:39:03.605504576
144	reality, film, exist, makers, series	3	2026-01-26 10:39:03.605504576
145	justified, list, america, kingdom, senate	3	2026-01-26 10:39:03.605504576
147	numbered, individuals, card, 128, insufficient	3	2026-01-26 10:39:03.605504576
149	sheep, bara, death, bird, birds	1	2026-01-26 10:39:03.605504576
150	economies, grow, outlets, watch, searching	2	2026-01-26 10:39:03.605504576
